source_concept_id,source_concept_name,source_concept_comment,source_concept_data_type,source_concept_statistitcal_type,source_concept_values,concepts,mapping_transformation,transformation_type,mapping_comment,mapping_confidence,mapping_documentation,concept_concept_id,concept_concept_code,concept_concept_name,concept_domain_id,concept_vocabulary_id,concept_concept_class_id,concept_standard_concept,unit_concept_id,unit_concept_code,unit_concept_name,unit_domain_id,unit_vocabulary_id,unit_concept_class_id,type_concept_id,type_concept_code,type_concept_name,type_domain_id,type_vocabulary_id,type_concept_class_id
364,Immunglobulin M (ZL),,decimal,interval,null,"[{""concept_id"": 3028026, ""concept_name"": ""IgM [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""2472-9"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8840, ""concept_name"": ""milligram per deciliter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/dL"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3028026,2472-9,IgM [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8840,mg/dL,milligram per deciliter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
365,Kappa-Leichtketten (ZL),,decimal,interval,null,"[{""concept_id"": 3019812, ""concept_name"": ""Kappa light chains [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""11050-2"", ""valid_start_date"": 19970417, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8840, ""concept_name"": ""milligram per deciliter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/dL"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3019812,11050-2,Kappa light chains [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8840,mg/dL,milligram per deciliter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
372,Lambda-Leichtketten (ZL),,decimal,interval,null,"[{""concept_id"": 3004640, ""concept_name"": ""Lambda light chains [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""11051-0"", ""valid_start_date"": 19970417, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8840, ""concept_name"": ""milligram per deciliter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/dL"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3004640,11051-0,Lambda light chains [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8840,mg/dL,milligram per deciliter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
387,Albumin (HPM) (ZL),,decimal,interval,null,"[{""concept_id"": 3034485, ""concept_name"": ""Albumin/Creatinine [Mass Ratio] in Urine"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""9318-7"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 9017, ""concept_name"": ""milligram per gram of creatinine"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/g{creat}"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3034485,9318-7,Albumin/Creatinine [Mass Ratio] in Urine,Measurement,LOINC,Lab Test,S,9017,mg/g{creat},milligram per gram of creatinine,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
390,Acetaminophen (Paracetamol) (ZL),,decimal,interval,null,"[{""concept_id"": 3002617, ""concept_name"": ""Acetaminophen [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""3298-7"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8751, ""concept_name"": ""milligram per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3002617,3298-7,Acetaminophen [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8751,mg/L,milligram per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
401,Cystatin C (ZL),,decimal,interval,null,"[{""concept_id"": 3030366, ""concept_name"": ""Cystatin C [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""33863-2"", ""valid_start_date"": 20030226, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8751, ""concept_name"": ""milligram per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3030366,33863-2,Cystatin C [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8751,mg/L,milligram per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
402,D-Dimer (ZL),,decimal,interval,null,"[{""concept_id"": 3003147, ""concept_name"": ""Deprecated Fibrin D-dimer"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": null, ""concept_code"": ""30240-6"", ""valid_start_date"": 20200615, ""valid_end_date"": 20230814, ""invalid_reason"": ""D"", ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8751, ""concept_name"": ""milligram per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3003147,30240-6,Deprecated Fibrin D-dimer,Measurement,LOINC,Lab Test,,8751,mg/L,milligram per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
404,Ethylglucuronid (ETG) (ZL),,decimal,interval,null,"[{""concept_id"": 3046137, ""concept_name"": ""Ethyl glucuronide [Mass/volume] in Urine"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""45324-1"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8751, ""concept_name"": ""milligram per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3046137,45324-1,Ethyl glucuronide [Mass/volume] in Urine,Measurement,LOINC,Lab Test,S,8751,mg/L,milligram per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
420,Hydroxy-Carbazepin (ZL),,decimal,interval,null,"[{""concept_id"": 3005839, ""concept_name"": ""10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""31019-3"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8751, ""concept_name"": ""milligram per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3005839,31019-3,10-Hydroxycarbazepine [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8751,mg/L,milligram per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
433,Valproinsäure/Dipropylacetat (ZL),,decimal,interval,null,"[{""concept_id"": 3016201, ""concept_name"": ""Valproate [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""4086-5"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8751, ""concept_name"": ""milligram per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mg/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3016201,4086-5,Valproate [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8751,mg/L,milligram per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
474,HbA1c (IFCC) (ZL),,decimal,interval,null,"[{""concept_id"": 40762352, ""concept_name"": ""Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""59261-8"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 9579, ""concept_name"": ""millimole per mole"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mmol/mol"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,40762352,59261-8,Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol,Measurement,LOINC,Lab Test,S,9579,mmol/mol,millimole per mole,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
475,Osmolalität/Harn (ZL),,decimal,interval,null,"[{""concept_id"": 3026782, ""concept_name"": ""Osmolality of Urine"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""2695-5"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8862, ""concept_name"": ""milliosmole per kilogram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mosm/kg"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3026782,2695-5,Osmolality of Urine,Measurement,LOINC,Lab Test,S,8862,mosm/kg,milliosmole per kilogram,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
476,Osmolalität/Serum (ZL),,decimal,interval,null,"[{""concept_id"": 3008295, ""concept_name"": ""Osmolality of Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""2692-2"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8862, ""concept_name"": ""milliosmole per kilogram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""mosm/kg"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3008295,2692-2,Osmolality of Serum or Plasma,Measurement,LOINC,Lab Test,S,8862,mosm/kg,milliosmole per kilogram,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
479,TSH(Thyreotropin) (ZL),,decimal,interval,null,"[{""concept_id"": 3009201, ""concept_name"": ""Thyrotropin [Units/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""3016-3"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 44777578, ""concept_name"": ""milliunit per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""10*-3.[U]/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3009201,3016-3,Thyrotropin [Units/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,44777578,10*-3.[U]/L,milliunit per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
569,Interleukin 6 (ZL),,decimal,interval,null,"[{""concept_id"": 3023091, ""concept_name"": ""Interleukin 6 [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""26881-3"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8845, ""concept_name"": ""picogram per milliliter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""pg/mL"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3023091,26881-3,Interleukin 6 [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8845,pg/mL,picogram per milliliter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
571,NT-proBNP (ZL),,decimal,interval,null,"[{""concept_id"": 3029187, ""concept_name"": ""Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""33762-6"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8845, ""concept_name"": ""picogram per milliliter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""pg/mL"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3029187,33762-6,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8845,pg/mL,picogram per milliliter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
574,Vitamin B12 (ZL),,decimal,interval,null,"[{""concept_id"": 3000593, ""concept_name"": ""Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""2132-9"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8845, ""concept_name"": ""picogram per milliliter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""pg/mL"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3000593,2132-9,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8845,pg/mL,picogram per milliliter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
575,Freies Trijodthyronin (ZL),,decimal,interval,null,"[{""concept_id"": 3026989, ""concept_name"": ""Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""14928-6"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8729, ""concept_name"": ""picomole per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""pmol/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3026989,14928-6,Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8729,pmol/L,picomole per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
576,Freies Thyroxin (ZL),,decimal,interval,null,"[{""concept_id"": 3008598, ""concept_name"": ""Thyroxine (T4) free [Mass/volume] in Serum or Plasma"", ""domain_id"": ""Measurement"", ""vocabulary_id"": ""LOINC"", ""concept_class_id"": ""Lab Test"", ""standard_concept"": ""S"", ""concept_code"": ""3024-7"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 8729, ""concept_name"": ""picomole per liter"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""pmol/L"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}, {""concept_id"": 32856, ""concept_name"": ""Lab"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976929"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}]",,ast,imported,4,,3008598,3024-7,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Measurement,LOINC,Lab Test,S,8729,pmol/L,picomole per liter,Unit,UCUM,Unit,32856,OMOP4976929,Lab,Type Concept,Type Concept,Type Concept
