"ReferenceGlobalID","ReferenceValue","ReferenceName","ReferenceDescription","ReferenceUnit","ReferenceOrder","ReferenceType","Data"
1856,"Micafungin","Drug",,"g",0,,
1857,"Cinacalcet hydrochlorid","Drug",,"g",0,,
1858,"Macrogol 3350","Drug",,"g",0,,
1859,"Domperidon","Drug",,"g",0,,
1860,"Dronedaron hydrochlorid","Drug",,"g",0,,
1861,"Nicotinamid+Thiamin+Riboflavin","Drug",,"g",0,,
1862,"Tetrazepam","Drug",,"g",0,,
1863,"Natriumthiosulfat","Drug",,,0,,
1864,"Sulproston","Drug",,"g",0,,
1865,"Diclofenac+Orphenadrincitrat","Drug",,"g",0,,
1866,"Acitretin","Drug",,,0,,
1867,"Natrium hydrogencarbonat","Drug",,"g",0,,
1868,"Pegfilgrastim","Drug",,"g",0,,
1869,"Rotigotin","Drug",,"g",0,,
1870,"Thiamin+Pyridoxin+Cyanocobalamin","Drug",,"g",0,,
1871,"Cisatracurium besilat","Drug",,,0,,
1872,"Piracetam","Drug",,"g",0,,
1873,"Pravastatin","Drug",,"g",0,,
1874,"Darunavir","Drug",,,0,,
1875,"Ivabradin","Drug",,"g",0,,
1876,"Tacrolimus","Drug",,"g",0,,
1877,"Promethazin","Drug",,"g",0,,
1878,"Propafenon","Drug",,"g",0,,
1879,"Lithium carbonat","Drug",,"g",0,,
1880,"Galantamin","Drug",,"g",0,,
1881,"Sevelamer","Drug",,"g",0,,
1882,"Etacrynsaeure","Drug",,"g",0,,
1883,"Abciximab","Drug",,"g",0,,
1884,"Chloroquin","Drug",,"g",0,,
1885,"Levodopa+Benserazid","Drug",,"g",0,,
1886,"Sildenafil","Drug",,"g",0,,
1887,"Naltrexon","Drug",,"g",0,,
1888,"Lenalidomid","Drug",,"g",0,,
1889,"Bisoprolol-hemi-fumarat","Drug",,"g",0,,
1890,"Mesalazin","Drug",,"g",0,,
1891,"Paroxetinhydrochlorid-Hemihydrat","Drug",,"g",0,,
1892,"Acenocoumarol","Drug",,"g",0,,
1893,"Flunitrazepam","Drug",,"g",0,,
1894,"Sotalol","Drug",,"g",0,,
1895,"Efavirenz","Drug",,"g",0,,
1896,"Morphinsulfat","Drug",,"g",0,,
1897,"Buprenorphin","Drug",,"g",0,,
1898,"Tetracosactid","Drug",,"g",0,,
1899,"Benzydamin","Drug",,"g",0,,
1900,"Thalidomide Celgene","Drug",,,0,,
1901,"Thiethylperazin","Drug",,,0,,
1902,"Bosentan-1-Wasser","Drug",,"g",0,,
1903,"Linagliptin","Drug",,"g",0,,
1904,"Oxcarbazepin","Drug",,"g",0,,
1905,"Hydrochlorothiazid+Ramipril","Drug",,"g",0,,
1906,"Tenofovir disoproxil+Emtricitabin","Drug",,"g",0,,
1907,"Mesna","Drug",,"g",0,,
1908,"Eisen Saccharose","Drug",,"g",0,,
1909,"Ambrisentan","Drug",,"g",0,,
1910,"Bupropion","Drug",,"g",0,,
1911,"Lercanidipin","Drug",,"g",0,,
1912,"Ziprasidon","Drug",,"g",0,,
1913,"Azithromycin","Drug",,"g",0,,
1914,"Zolpidem tartrat 2","Drug",,"g",0,,
1915,"Bisoprolol fumarat","Drug",,"g",0,,
1916,"Roflumilast","Drug",,"g",0,,
1917,"Imatinib mesilat","Drug",,"g",0,,
1918,"Methylenblau","Drug",,"g",0,,
1919,"Chlorhexidin","Drug",,"ml",0,,
1920,"Losartan+HCT","Drug",,"g",0,,
1921,"Oseltamivir","Drug",,"g",0,,
1922,"Bromazepam","Drug",,"g",0,,
1923,"Enoxaparin therapeut.","Drug",,"g",0,,
1924,"ZzColistin","Drug",,"IE",0,,
1925,"Colistimethat","Drug",,"IE",0,,
1926,"Kaliumchlorid","Drug",,"mol",0,,
1927,"Ofloxacin","Drug",,"drops",0,,
1928,"Dehydroepiandrosteron","Drug",,"g",0,,
1929,"Dantrolen","Drug",,"g",0,,
1930,"Urokinase","Drug",,"IE",0,,
1931,"Tetanus Toxoid","Drug",,"IE",0,,
1932,"Tetanus Antitoxin","Drug",,"IE",0,,
1933,"Alpha-Liponsaeure","Drug",,,0,,
1934,"Mepivacain 1,5%","Drug",,"g",0,,
1935,"Aminosteril Hepa 8%","Drug",,,0,,
1936,"Calcium gluc.","Drug",,"ml",0,,
1937,"Valsartan","Drug",,"g",0,,
1938,"Oxytocin","Drug",,"IE",0,,
1939,"Carbetocin","Drug",,"g",0,,
1940,"Methylergometrin","Drug",,"g",0,,
1941,"Vitamin D3","Drug",,"drops",0,,
1942,"Colistin","Drug",,"IE",0,,
1943,"Ursodeoxychols","Drug",,"g",0,,
1944,"Memantin","Drug",,"g",0,,
1945,"Calcitriol","Drug",,"g",0,,
1946,"Sevelamercarbonat","Drug",,"g",0,,
1947,"On","Drug",,"g",0,,
1948,"Ertapenem","Drug",,"g",0,,
1949,"Immunglobulin","Drug",,"g",0,,
1950,"Prilocain 2%","Drug",,"g",0,,
1951,"Irbesartan +HCT","Drug",,"g",0,,
1952,"Somatostatin","Drug",,"g",0,,
1953,"Candesartan +HCT","Drug",,"g",0,,
1954,"Apixaban","Drug",,"g",0,,
1955,"Dabigatran","Drug",,"g",0,,
1956,"Omnibiotic AAD","Drug",,"bag",0,,
1957,"Tiotropium Lsg 2,5","Drug",,,0,,
1958,"Metamizol gtt","Drug",,"drops",0,,
1959,"Flecainid","Drug",,"g",0,,
1960,"Clobazam","Drug",,"g",0,,
1961,"Insulin-Aspart-Protamin-Kristall 30/70","Drug",,"IE",0,,
1962,"Insulin-Aspart-Protamin-Kristall 50/50","Drug",,"IE",0,,
1963,"Insulin-Aspart-Protamin-Kristall 70/30","Drug",,"IE",0,,
1964,"Insulin-Isophan","Drug",,"IE",0,,
1965,"Liraglutid","Drug",,"g",0,,
1966,"Dapagliflozin","Drug",,"g",0,,
1967,"Dapagliflozin+Metformin hydrochlorid 5/850","Drug",,,0,,
1968,"Dapagliflozin+Metformin hydrochlorid 5/1000","Drug",,,0,,
1969,"Tiotropium+Olodaterol 2,5/2,5","Drug",,,0,,
1970,"Methotrexat","Drug",,"g",0,,
1971,"Naproxen TBL","Drug",,"g",0,,
1972,"Naproxen Saft","Drug",,"g",0,,
1973,"Finasterid","Drug",,"g",0,,
1974,"Vildagliptin","Drug",,"g",0,,
1975,"Insulin lispro","Drug",,"IE",0,,
1976,"Inotyol Salbe","Drug",,,0,,
1977,"Betamethason","Drug",,"ml",0,,
1978,"Mupirocin","Drug",,,0,,
1979,"Povidon-iodid","Drug",,,0,,
1980,"Zinkoxid-Harnstoff","Drug",,,0,,
1981,"Dimetinden maleat","Drug",,"g",0,,
1982,"Octenidin","Drug",,,0,,
1983,"Retinol palmitat","Drug",,"drops",0,,
1984,"Dexpanthenol","Drug",,"drops",0,,
1985,"Excipial U Hydrolotio","Drug",,,0,,
1986,"Excicial Hydrocreme","Drug",,,0,,
1987,"Schmerz","Drug",,,0,,
1988,"H","Drug",,,0,,
1989,"Metformin hydrochlorid","Drug",,"g",0,,
1990,"Perampanel","Drug",,"g",0,,
1991,"Oxymetazolin hydrochlorid","Drug",,"drops",0,,
1992,"Ethambutol","Drug",,,0,,
1993,"Pyrazinamid","Drug",,"g",0,,
1994,"Natriumchlorid Sachet","Drug",,"g",0,,
1995,"Braunol 7,5% 1","Drug",,,0,,
1996,"Desitin Salbe","Drug",,,0,,
1997,"Doxycyclin","Drug",,"g",0,,
1998,"L-Methionin","Drug",,,0,,
1999,"Lormetazepam","Drug",,,0,,
2000,"Eslicarbazepin","Drug",,,0,,
2001,"Methylphenidat hydrochlorid","Drug",,"g",0,,
2002,"Cannabidiol orale L","Drug",,"g",0,,
2003,"Protifar","Drug",,"g",0,,
2004,"Idarucizumab","Drug",,"g",0,,
2005,"Andexanet alfa","Drug",,,0,,
2006,"Biperidin Ret.","Drug",,"g",0,,
2007,"ROPIvacain 0.15%","Drug",,"g",0,,
2008,"Levocetirizin","Drug",,"g",0,,
2009,"Zuclopenthixol dihydrochlorid","Drug",,,0,,
2010,"Lavasurge Lsg.","Drug",,,0,,
2011,"Oculotect Fluid Au-Tr","Drug",,"drops",0,,
2012,"Brivaracetam","Drug",,,0,,
2013,"L-Carnitin","Drug",,,0,,
2014,"Coenzym Q10","Drug",,,0,,
2015,"Botox","Drug",,,0,,
2016,"Yeehaa","custom_1",,,0,,
2017,"Add a new one","custom_1",,,0,,
2018,"CentralVenousPressure","SignalFloat",,"mmHg",0,,
2019,"MV","SignalFloat",,"L",0,,
2020,"PressureSupport","SignalFloat",,,0,,
2021,"IERatio","SignalFloat",,,0,,
2022,"CRRT Withdrawal","SignalFloat",,"ml/h",0,,
2023,"ECMO PumpSpeed","SignalFloat",,"U/min",0,,
2024,"ECMO BloodFlow","SignalFloat",,"L/min",0,,
2025,"ECMO FI","SignalFloat",,"%",0,,
2026,"Survived","DischargeType",,,0,,
2028,"Deceased","DischargeType",,,0,,
2032,"NaCl 0,9% Infusion","Fluid",,"ml",0,,
2033,"Glukose 5%","Fluid",,"ml",0,,
2034,"Aqua Perfusor Lsg","Fluid",,"ml",0,,
2035,"Ringer Laktat","Fluid",,"ml",0,,
2036,"Ringer Lösung","Fluid",,"ml",0,,
2037,"Elomel isoton","Fluid",,"ml",0,,
2038,"Elomel OP","Fluid",,"ml",0,,
2039,"Gelofusin","Fluid",,"ml",0,,
2040,"Humanalbumin 20%","Fluid",,"ml",0,,
2041,"Natriumbikarbonat 1,4%","Fluid",,"ml",0,,
2042,"Natriumbikarbonat 8,4%","Fluid",,"ml",0,,
2043,"Glukose 2,5%","Fluid",,"ml",0,,
2044,"Glukose 10%","Fluid",,"ml",0,,
2045,"Glukose 33%","Fluid",,"ml",0,,
2046,"Erythrozytenkonzentrat","Fluid",,"ml",0,,
2047,"Octaplas","Fluid",,"ml",0,,
2048,"Thrombozytenkonzentrat gepoolt","Fluid",,"ml",0,,
2049,"Volulyte 6%","Fluid",,"ml",0,,
2050,"Mannitol (Mannit 10%)","Fluid",,"ml",0,,
2051,"Trinken","Fluid",,"ml",0,,
2052,"Tee/Suppe/Joghurt","Fluid",,"drops",0,,
2053,"Breiige Kost","Food",,"unit",0,,
2054,"Schonkost","Food",,"unit",0,,
2055,"Normal/Wunschkost","Food",,"unit",0,,
2056,"Wasser zur Spülung Magensonde","Fluid",,"ml",0,,
2057,"Nutriflex peri","Fluid",,"ml",0,,
2058,"Magkal low","Fluid",,"ml",0,,
2059,"Nutriflex lipid peri","Fluid",,"ml",0,,
2060,"Structokabiven","Fluid",,"ml",0,,
2061,"Structokabiven ohne Elektrolyte","Fluid",,"ml",0,,
2062,"Zentroolimel 5,7%","Fluid",,,0,,
2063,"Zentroolimel 3,3%","Fluid",,,0,,
2064,"Renilon 4.0","Fluid",,"ml",0,,
2065,"Renilon 7,5","Fluid",,"ml",0,,
2066,"Oxepa","Fluid",,,0,,
2067,"Fresubin original fibre","Food",,"ml",0,,
2068,"Fresubin HP energy","Food",,"ml",0,,
2069,"Fresubin original","Food",,"ml",0,,
2070,"Intestamin","Fluid",,"ml",0,,
2071,"Survimed OPD","Fluid",,"ml",0,,
2072,"Aqua Thiopental","Fluid",,"ml",0,,
2073,"Sojabohnenöl Propofol","Fluid",,"ml",0,,
2074,"Aqua Kurzinfusion Lsg","Fluid",,"ml",0,,
2075,"Aqua Medikament Lsg","Fluid",,"ml",0,,
2076,"Aqua Infusion Lsg","Fluid",,,0,,
2077,"Glukose 5% Perf","Fluid",,"ml",0,,
2078,"Glukose 5% Kurzinfusion","Fluid",,"ml",0,,
2079,"NaCl 0,9% Medikament","Fluid",,"ml",0,,
2080,"NaCl 0,9% Perfusor","Fluid",,"ml",0,,
2081,"NaCl 0,9% Kurzinfusion","Fluid",,"ml",0,,
2082,"Glukose 5% Medikament","Fluid",,"ml",0,,
2083,"2.Spurenelemente (Tracutil)","Fluid",,"ml",0,,
2084,"Kaliumphosphat (Kaliumphosphat) Perfusor","Fluid",,"ml",0,,
2085,"Kaliumchlorid (Kaliumchlorid) Perfusor","Fluid",,"ml",0,,
2086,"Kaliummalat (Kaliummalat) Perfusor","Fluid",,"ml",0,,
2087,"Natriumchlorid 10%","Fluid",,"ml",0,,
2088,"Thrombozytenkonzentrat Einzelspender","Fluid",,"ml",0,,
2089,"Aqua Perfusor Lsg 1","Fluid",,"ml",0,,
2090,"HyperHAES","Fluid",,"ml",0,,
2091,"Mannit 15%","Fluid",,"ml",0,,
2092,"KADC Lösung","Fluid",,"ml",0,,
2093,"Calciumchlorid","Fluid",,"ml",0,,
2094,"Ringer Lösung Spüllösung","Fluid",,"ml",0,,
2095,"Ca-Gluconicum (Calcium-Gluconicum)","Fluid",,"ml",0,,
2096,"Vitamine (Cernevit)","Fluid",,"ml",0,,
2097,"Ipratropriumbromid (Atrovent Lsg)","Fluid",,"drops",0,,
2098,"Ipratroprium und Salbutamol (Combivent)","Fluid",,"ml",0,,
2099,"Isofluran (Anaconda)","Fluid",,"ml",0,,
2100,"Lactulose (Lactulose)","Fluid",,"ml",0,,
2101,"Magnesium (Cormagnesin)","Fluid",,"ml",0,,
2102,"Magnesiumsulfat","Fluid",,"ml",0,,
2103,"Nystatin (Mycostatin)","Fluid",,"ml",0,,
2104,"Natrium- und Megluminanmidotrizoat (Gastrografin)","Fluid",,"ml",0,,
2105,"Natriumpicosulfat (Agaffin)","Fluid",,"ml",0,,
2106,"Kalzium+Magnesium (CaMg)","Fluid",,"ml",0,,
2107,"Nicht gelistete enterale Lösung","Fluid",,"ml",0,,
2108,"Impact Nutrition","Fluid",,"ml",0,,
2109,"Nutrison Multi Fibre","Fluid",,"ml",0,,
2110,"Nutrison Standard","Fluid",,"ml",0,,
2111,"Nutrison Protein Plus Multi Fibre","Fluid",,"ml",0,,
2112,"Nutrison Protein Plus","Fluid",,"ml",0,,
2113,"Nutrison Soya","Fluid",,"ml",0,,
2114,"Nutrison Concentrated","Fluid",,"ml",0,,
2115,"Nutrison Diason","Fluid",,"ml",0,,
2116,"Nutrison Cubison","Fluid",,"ml",0,,
2117,"Nutrison Peptisorb","Fluid",,"ml",0,,
2118,"Cubitan Nutricia","Fluid",,"ml",0,,
2119,"Fortimel Nutricia","Fluid",,"ml",0,,
2120,"Isosource Mix Nutrition","Fluid",,"ml",0,,
2121,"Nutrison Soya MF","Fluid",,,0,,
2122,"Fresubin hepa","Food",,,0,,
2123,"Humanalbumin 5%","Fluid",,"ml",0,,
2124,"Nicht gelistete Parenterale Ernährung","Fluid",,"ml",0,,
2125,"Glukose 20%","Fluid",,"ml",0,,
2126,"Novasource GI CONTROL","Fluid",,"ml",0,,
2127,"NaCl 0,9% Spüllösung","Fluid",,"ml",0,,
2128,"Lavasorb 0,04 %","Fluid",,,0,,
2129,"Lysin Amidotrizoat (Peritrast)","Fluid",,"ml",0,,
2130,"Isosource MCT","Fluid",,"ml",0,,
2131,"Intralipid","Fluid",,"ml",0,,
2132,"NaCl 0,9% Infusion intraarteriell","Fluid",,"ml",0,,
2133,"Elozell ""spezial""","Fluid",,"ml",0,,
2134,"Tromcardin K120","Fluid",,"ml",0,,
2135,"Mannitol (Mannit 20%)","Fluid",,"ml",0,,
2136,"Bellovac","Fluid",,"ml",0,,
2137,"Natriumchlorid5%","Fluid",,"ml",0,,
2138,"Natriumglycerophosphat Perfusor","Fluid",,,0,,
2139,"Vitamine (Soluvit)","Fluid",,"ml",0,,
2140,"Vitamine (Vitalipid)","Fluid",,"ml",0,,
2141,"1. Vitamine (Soluvit+Vitalipid)","Fluid",,"ml",0,,
2142,"Sevofluran (Anaconda)","Drug",,"ml",0,,
2143,"Trinknahrung Fresubin Energy","Fluid",,"ml",0,,
2144,"Trinknahrung Fortimel compact","Fluid",,"ml",0,,
2145,"Citratlösung 30%","Fluid",,"ml",0,,
2146,"Rifampicin (Rifoldin)+NaCl Spüllösung","Fluid",,"ml",0,,
2147,"Glukose 33% Perf","Fluid",,"ml",0,,
2148,"Glukose 50%","Fluid",,"ml",0,,
2149,"Nestle Peptamen AF","Fluid",,"ml",0,,
2150,"Nutrison Multi Fibre Energy","Fluid",,"ml",0,,
2151,"Karotten-Reis-Schleim","Fluid",,"ml",0,,
2152,"Aminosteril Hepa 8%","Fluid",,,0,,
2153,"Amantadinsulfat (Gespag)","Fluid",,"ml",0,,
2154,"Trimix perikal","Fluid",,"ml",0,,
2155,"SMOFKabiven Zentral","Fluid",,"ml",0,,
2156,"Fortimel Compact","Fluid",,"ml",0,,
2157,"Fresubin Protein Energy","Food",,"ml",0,,
2158,"Nutrini Drink Smoothie","Fluid",,"ml",0,,
2159,"Resource 2.0+ fibre","Fluid",,"ml",0,,
2160,"Fresubin Creme","Food",,"ml",0,,
2161,"Elemental 028","Fluid",,"ml",0,,
2162,"Resource Fruit","Fluid",,"ml",0,,
2163,"Nutrison ADV Pepti","Fluid",,"ml",0,,
2164,"Normal/Wunschkost Kcal","FoodKcal",,"kcal",0,,
2165,"Schonkost Kcal","FoodKcal",,"kcal",0,,
2166,"Breiige Kost Kcal","FoodKcal",,"kcal",0,,
2167,"NaCl 0,9% Blasenspülung","Fluid",,"ml",0,,
2168,"Natriumchlorid3%","Fluid",,"ml",0,,
2169,"Humanalbumin 20% (Albunorm)","Fluid",,"ml",0,,
2170,"Humanalbumin 5% (Albunorm)","Fluid",,"ml",0,,
2171,"Mannitol (Mannit 15%)","Fluid",,"ml",0,,
2172,"E 148","Fluid",,,0,,
2173,"SMOFKabiven Zentral elektrolytfrei","Fluid",,"ml",0,,
2174,"Clinimix GE 3%","Fluid",,"ml",0,,
2175,"Periolimel 2,5%","Fluid",,"ml",0,,
2176,"Aminomix 1 Novum","Fluid",,"ml",0,,
2177,"Aminomix 2 Novum","Fluid",,"ml",0,,
2178,"2.Spurenelemente (Nutryelt)","Fluid",,"ml",0,,
2179,"Sodiumcitrat 4% Fresenius","Fluid",,"ml",0,,
2180,"Aminoven 10%","Fluid",,"ml",0,,
2181,"Trinknahrung Fresubin Protein Energy","Fluid",,"ml",0,,
2182,"Fresubin Creme 125g","Food",,"bag",0,,
2183,"Calciumchlorid 500mmol/L (C. LApo)","Fluid",,"ml",0,,
2184,"Trimix HP","Fluid",,"ml",0,,
2185,"SMOFKabiven N-Plus","Fluid",,"ml",0,,
2186,"SMOFKabiven N-Plus EF","Fluid",,"ml",0,,
2187,"2.Spurenelemente (Addaven Konz.)","Fluid",,"ml",0,,
2188,"Blasen- und Nierentee Solubitrat","Fluid",,"ml",0,,
2189,"Aminomix peripheral","Fluid",,"ml",0,,
2190,"OptiXpress","Fluid",,"ml",0,,
2191,"OptiFibre","Fluid",,"ml",0,,
2192,"KETOCAL 2,5:1 LQ MCT MF","Fluid",,,0,,
2193,"State_0","DrugGivenState",,,0,,
2194,"State_3","DrugGivenState",,,0,,
2195,"State_1","DrugGivenState",,,0,,
2196,"State_2","DrugGivenState",,,0,,
2199,"Crystalloid","FluidType",,,0,,
2200,"FluidPerHour","IntakePerHour",,,0,,
2201,"FluidPerHourWeight","IntakePerHour",,,0,,
2202,"lebend","DischargeState",,,0,,
2203,"Allgemeinchirurgie","DischargeUnit",,,0,,
2204,"Orthopädie","DischargeUnit",,,0,,
2205,"Unknown","SurgicalSite",,,0,,
2206,"Unfallchirurgie","DischargeUnit",,,0,,
2207,"Extremitäten-Chirurgie","SurgicalSite",,,0,,
2208,"Herzchirurgie","DischargeUnit",,,0,,
2209,"Kinderchirurgie","DischargeUnit",,,0,,
2210,"Kieferchirurgie","SurgicalSite",,,0,,
2211,"Abdomen: Unterer GI-Trakt","SurgicalSite",,,0,,
2212,"Unknown","DischargeState",,,0,,
2213,"Gefäßchirurgie","DischargeUnit",,,0,,
2214,"Gefäß: Aortenchirurgie (Dissektion, Atherom, Aneurysma)","SurgicalSite",,,0,,
2215,"verstorben","DischargeState",,,0,,
2216,"HNO","DischargeUnit",,,0,,
2217,"HNO","SurgicalSite",,,0,,
2218,"Unknown","DischargeUnit",,,0,,
2219,"Abdomen: Oberer GI-Trakt (inkl. Jejunum)","SurgicalSite",,,0,,
2220,"Urologie","DischargeUnit",,,0,,
2221,".","SurgicalSite",,,0,,
2222,"Pathologie","DischargeUnit",,,0,,
2223,"Geriatrie","DischargeUnit",,,0,,
2224,"Kiefer","DischargeUnit",,,0,,
2225,"Abdomen: Leber-Chriurgie","SurgicalSite",,,0,,
2226,"Thorax: Andere","SurgicalSite",,,0,,
2227,"Herz: CABG","SurgicalSite",,,0,,
2228,"2. Medizin","DischargeUnit",,,0,,
2229,"Gefäß: periphere Gefäße","SurgicalSite",,,0,,
2230,"1. Medizin","DischargeUnit",,,0,,
2231,"Trauma: SHT","SurgicalSite",,,0,,
2232,"Andere Eingriffe","SurgicalSite",,,0,,
2233,"Pneumologie","DischargeUnit",,,0,,
2234,"Gefäß: Karotischirurgie","SurgicalSite",,,0,,
2235,"Psychiatrie","DischargeUnit",,,0,,
2236,"3. Medizin","DischargeUnit",,,0,,
2237,"Herz: Klappe mit CABG","SurgicalSite",,,0,,
2238,"Externes Krankenhaus","DischargeUnit",,,0,,
2239,"Trauma: Polytrauma","SurgicalSite",,,0,,
2240,"Herz: Klappe","SurgicalSite",,,0,,
2241,"Herz: Andere","SurgicalSite",,,0,,
2242,"Abdomen: Pankreas","SurgicalSite",,,0,,
2243,"Gefäß: große Gefäße (Thorax und Bauch)","SurgicalSite",,,0,,
2244,"Dermatologie","DischargeUnit",,,0,,
2245,"Neurochirurgie: zerebrovaskulär","SurgicalSite",,,0,,
2246,"Trauma: Extremitäten","SurgicalSite",,,0,,
2247,"Augenabteilung","DischargeUnit",,,0,,
2248,"RCU","DischargeUnit",,,0,,
2249,"Neurorehabilitation","DischargeUnit",,,0,,
2250,"Neurochirurgie: Wirbelsäule","SurgicalSite",,,0,,
2251,"Gynäkologie","DischargeUnit",,,0,,
2252,"Nach Hause","DischargeUnit",,,0,,
2253,"Abdomen: Biliärtrakt","SurgicalSite",,,0,,
2254,"Trauma: Thorax","SurgicalSite",,,0,,
2255,"Neurologie","DischargeUnit",,,0,,
2256,"Palliativstation","DischargeUnit",,,0,,
2257,"Pädiatrie","DischargeUnit",,,0,,
2258,"Gefäß: Andere","SurgicalSite",,,0,,
2259,"Abdomen: endokrine Chirurgie","SurgicalSite",,,0,,
2260,"Gynäkologischer Eingriff","SurgicalSite",,,0,,
2261,"Geburtshilfe","SurgicalSite",,,0,,
2262,"Thorax: Lobektomie","SurgicalSite",,,0,,
2263,"Thorax: Pneumonektomie","SurgicalSite",,,0,,
2264,"Neurochirurgie: Andere","SurgicalSite",,,0,,
2265,"Neurochirurgie","DischargeUnit",,,0,,
2267,"Thorax: Pleura","SurgicalSite",,,0,,
2268,"Transplantation: Leber","SurgicalSite",,,0,,
2269,"Trauma: Abdomen","SurgicalSite",,,0,,
2270,"Transplantation: Herz/Lunge","SurgicalSite",,,0,,
2271,"Transplantation: Andere","SurgicalSite",,,0,,
2272,"Transplantation: Herz","SurgicalSite",,,0,,
2273,"Neurochirurgie: intrakranieller Tumor","SurgicalSite",,,0,,
2274,"RespRateEKG","SignalFloat",,"/min",0,,
2275,"PAPSystolic","SignalFloat",,"mmHg",0,,
2276,"PAPDiastolic","SignalFloat",,"mmHg",0,,
2277,"PAPMEan","SignalFloat",,"mmHg",0,,
2278,"PEEP","RespiratorSetting",,"mbar",0,,
2279,"pMean","SignalFloat",,"mbar",0,,
2280,"RespRateSpontanous","SignalFloat",,"/min",0,,
2281,"MinuteVolumeSpontanous","SignalFloat",,"ml",0,,
2282,"RespRate","RespiratorSetting",,"/min",0,,
2283,"FIO2","RespiratorSetting",,"%",0,,
2284,"PressureSupport","RespiratorSetting",,"mbar",0,,
2285,"IERatio","RespiratorSetting",,"None",0,,
2286,"IERatio","TInsp",,,0,,
2287,"RespiratoryRateEKG","SignalFloat",,,0,,
2288,"CerebralTissueOxygenNIRLeft","SignalFloat",,"%",0,,
2289,"CerebralTissueOxygenNIRRight","SignalFloat",,"%",0,,
2290,"MAC","SignalFloat",,"%",0,,
2291,"NCIN","HospitalUnit",,,0,,
2292,"NEAT","HospitalUnit",,,0,,
2293,"NEIN","HospitalUnit",,,0,,
2294,"ANM2","HospitalUnit",,,0,,
2295,"AUOP","HospitalUnit",,,0,,
2296,"Arterial","LaboratoryType",,,0,,
2297,"OutOfYearInclusionCriteria","ExcludedReason",,,0,,
2298,"OrbisMismatch","ExcludedReason",,,0,,
2299,"SAPS3Importer","Importer",,,0,,
2300,"Saps3Mismatch","ExcludedReason",,,0,,
2301,"KDIGO_0","AKI_KDIGO",,,0,,
2302,"KDIGO_1","AKI_KDIGO",,,0,,
2303,"KDIGO_2","AKI_KDIGO",,,0,,
2304,"KDIGO_3","AKI_KDIGO",,,0,,
2305,"UrinePerKg","SignalFloat",,,0,,
2306,"DobutaminPerHour","DrugDosagePerHour",,,0,,
2307,"DobutaminPerHourWeight","DrugDosagePerHour",,,0,,
2308,"HSImporter","Importer",,,0,,
2309,"ThoraxDrain1","SignalFloat",,"ml",0,,
2310,"ThoraxDrain2","SignalFloat",,"ml",0,,
2311,"ThoraxDrain3","SignalFloat",,"ml",0,,
2312,"ThoraxDrain4","SignalFloat",,"ml",0,,
2313,"ThoraxDrain5","SignalFloat",,"ml",0,,
2314,"Drain1","SignalFloat",,"ml",0,,
2315,"Drain2","SignalFloat",,"ml",0,,
2316,"Drain3","SignalFloat",,"ml",0,,
2317,"Drain4","SignalFloat",,"ml",0,,
2318,"Drain5","SignalFloat",,"ml",0,,
2319,"Drain6","SignalFloat",,"ml",0,,
2320,"Drain7","SignalFloat",,"ml",0,,
2321,"Drain8","SignalFloat",,"ml",0,,
2322,"DrainageSum","SignalFloat",,,0,,
2323,"1","NYHA",,,0,,
2324,"2","NYHA",,,0,,
2327,"4","NYHA",,,0,,
2328,"3","NYHA",,,0,,
3035,"PeakInspiratoryPressure","SignalFloat",,"mbar",0,,
3036,"O2exp","SignalFloat",,"%",0,,
3037,"BispectralIndex","SignalFloat",,"None",0,,
3038,"Desfluran (exp)","SignalFloat",,"Vol%",0,,
3039,"Desfluran (insp)","SignalFloat",,"Vol%",0,,
3040,"PressureOverPeep","RespiratorSetting",,"mbar",0,,
3041,"TrachealCannula","Airway",,,0,,
3042,"Redon","Drainage",,,0,,
3043,"ThoracicDrainage","Drainage",,,0,,
3044,"Drain","Drainage",,,0,,
3045,"ArterialLine","Line",,,0,,
3046,"CentralLine","Line",,,0,,
3047,"PeripheralLine","Line",,,0,,
3048,"PeriduralCatheter","Peridural",,,0,,
3049,"VacSystem","Vac",,,0,,
3050,"GastricTube","GastricTube",,,0,,
3051,"PEG","GastricTube",,,0,,
3052,"JejunalTube","GastricTube",,,0,,
3053,"UrinaryCatheter","UrinaryDiversion",,,0,,
3054,"Urostoma","UrinaryDiversion",,,0,,
3055,"ACT","Laboratory","Activated Clotting Time","seconds",0,,
3056,"PropofolPerHour","DrugDosagePerHour",,"g\h",0,,
3057,"PropofolPerHourWeight","DrugDosagePerHour",,"g\h\kg",0,,
3058,"RemifentanilPerHour","DrugDosagePerHour",,"g\h",0,,
3059,"RemifentanilPerHourWeight","DrugDosagePerHour",,"g\h\kg",0,,
3060,"ClonidinePerHour","DrugDosagePerHour",,"g\h",0,,
3061,"ClonidinePerHourWeight","DrugDosagePerHour",,"g\h\kg",0,,
3062,"SufentanilePerHour","DrugDosagePerHour",,"g\h",0,,
3063,"SufentanilePerHourWeight","DrugDosagePerHour",,"g\h\kg",0,,
3064,"DexmedetomidinePerHour","DrugDosagePerHour",,"g\h",0,,
3065,"DexmedetomidinePerHourWeight","DrugDosagePerHour",,"g\h\kg",0,,
3067,"ClonidinePerHourrWeight","DrugDosagePerHour",,"g\h\kg",0,,
3071,"CRRT CalciumSubstitution","SignalFloat",,"%",0,,
