"ReferenceGlobalID","ReferenceValue","ReferenceName","ReferenceDescription","ReferenceUnit","ReferenceOrder","ReferenceType","Data"
3076,"6 Months","EstimatedSurvivalObservationTime",,,0,,
3077,"1 Year","EstimatedSurvivalObservationTime",,,0,,
3096,"HeartSurgeryType","ProcessedFields",,,0,,
3097,"PreconditionDiabetes","ProcessedFields",,,0,,
3098,"PreconditionArtHypertension","ProcessedFields",,,0,,
3099,"AKI_KDIGO_48H","ProcessedFields",,,0,,
3100,"InterventionACBP","ProcessedFields",,,0,,
3101,"InterventionAVR","ProcessedFields",,,0,,
3102,"InterventionValve","ProcessedFields",,,0,,
3103,"PreconditionLungDisease","ProcessedFields",,,0,,
3104,"PreconditionRenalDysfunction","ProcessedFields",,,0,,
3105,"PremedicationBetablocker","ProcessedFields",,,0,,
3106,"PremedicationACEInhibitor","ProcessedFields",,,0,,
3107,"PremedicationStatin","ProcessedFields",,,0,,
3108,"PremedicationDiuretic","ProcessedFields",,,0,,
3109,"SarsCoV2Pneumonia","ProcessedFields",,,0,,
3110,"IsCarotisSurgery","ProcessedFields",,,0,,
3111,"NYHA","ProcessedFields",,,0,,
3112,"PostCovid","ProcessedFields",,,0,,
3113,"KDIGO_AKI_168","ProcessedFields",,,0,,
3114,"KDIGO_AKI_168_OC","ProcessedFields",,,0,,
3115,"0","KDIGO_AKI",,,0,,
3116,"1","KDIGO_AKI",,,0,,
3117,"2","KDIGO_AKI",,,0,,
3118,"3","KDIGO_AKI",,,0,,
3119,"RedCellDistributionWidth","Laboratory",,"%",0,,
3120,"DynCompliance","SignalFloat",,"ml/mbar",0,,
3121,"Trigger","RespiratorSetting",,"L/min",0,,
